Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km
Acoculco,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"3020 m, 9908 ft",19.97°N,98.2°W,,,,
Acotango,https://volcano.si.edu/gallery/photos/GVP-11231.jpg,Stratovolcano(es),Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6052 m, 19856 ft",18.37°S,69.05°W,,,,
Acquasparta,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"Unknown,  ",42.65°N,12.3°E,,,,
Adachi,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"Unknown,  ",38.218°N,140.654°E,,,,
Adagdak,https://volcano.si.edu/gallery/photos/GVP-09855.jpg,Stratovolcano,United States,Volcanic Region,Aleutian Islands,pleistocene,Pleistocene,"610 m, 2001 ft",51.988°N,176.592°W,,,,
Adamozhets,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1502 m, 4928 ft",54.688°N,159.483°E,,,,
Adare Peninsula,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"2083 m, 6834 ft",71.7°S,170.6°E,,,,
Aegina,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Greece,Volcanic Region,Greece,pleistocene,Pleistocene,"530 m, 1739 ft",37.75°N,23.5°E,,,,
"Aguajito, El",https://volcano.si.edu/gallery/photos/GVP-10212.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1274 m, 4180 ft",27.554°N,112.552°W,,,,
Aguas Delgadas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"Unknown,  ",24.45°S,68.4°W,,,,
"Ahon, Tarso",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Chad,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"3325 m, 10909 ft",20.539°N,18.29°E,,,,
Aird Hills,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,"328 m, 1076 ft",7.45°S,144.35°E,,,,
Aitutaki,https://volcano.si.edu/includes/images/noimage.jpg,Shield,New Zealand,Volcanic Region,Pacific Ocean (central),pleistocene,Pleistocene,"124 m, 407 ft",18.9°S,159.77°W,,,,
Aizu Nunobiki,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1108 m, 3635 ft",37.321°N,140.018°E,,,,
Akaigawa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"725 m, 2379 ft",43.08°N,140.82°E,0,0,93,9232
Akhtang,https://volcano.si.edu/gallery/photos/GVP-12620.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1956 m, 6417 ft",55.43°N,158.65°E,,,,
Akhuryan Valley,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Armenia,Volcanic Region,Western Asia,pleistocene,Pleistocene,"2251 m, 7385 ft",41.067°N,43.75°E,,,,
Albuquerque,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (New Mexico),pleistocene,Pleistocene,"1800 m, 5906 ft",35.12°N,106.75°W,,,,
Aldama Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-08596.jpg,Volcanic field,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"600 m, 1969 ft",23.2°N,98.02°W,,,,
Alderman Islands,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"Unknown,  ",36.97°S,176.08°E,,,,
Alexander Selkirk,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Chile,Volcanic Region,Pacific Ocean (Chilean Islands),pleistocene,Pleistocene,"1266 m, 4154 ft",33.763°S,80.811°W,,,,
Ali Mela,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"1037 m, 3402 ft",12.718°N,41.396°E,,,,
Alice Arm,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,Volcanic Region,Canada,pleistocene,Pleistocene,"Unknown,  ",55.43°N,129.37°W,,,,
Alicudi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"675 m, 2215 ft",38.55°N,14.33°E,0,0,120,1561
Alngey,https://volcano.si.edu/gallery/photos/GVP-12633.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1822 m, 5978 ft",57.702°N,160.418°E,,,,
Altar,https://volcano.si.edu/gallery/photos/GVP-04480.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"5321 m, 17457 ft",1.67°S,78.42°W,,,,
Alto,https://volcano.si.edu/includes/images/noimage.jpg,Compound,Philippines,Volcanic Region,Central Philippines,pleistocene,Pleistocene,"1350 m, 4429 ft",11.108°N,124.75°E,,,,
"Alutate, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"2116 m, 6942 ft",14.647°N,90.144°W,,,,
Amboy,https://volcano.si.edu/gallery/photos/GVP-06762.jpg,Pyroclastic cone,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"288 m, 945 ft",34.55°N,115.78°W,,,,
Amiata,https://volcano.si.edu/gallery/photos/GVP-11907.jpg,Lava dome(s),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"1738 m, 5702 ft",42.9°N,11.63°E,24489,139023,1685378,10172750
Amorong Group,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,"369 m, 1211 ft",15.825°N,120.742°E,,,,
Ampiro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Philippines,Volcanic Region,Mindanao,pleistocene,Pleistocene,"1532 m, 5026 ft",8.388°N,123.63°E,,,,
"Anallajsi, Nevado",https://volcano.si.edu/gallery/photos/GVP-11246.jpg,Stratovolcano,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5750 m, 18865 ft",17.92°S,68.92°W,,,,
"Ananopa, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"386 m, 1266 ft",14.9°N,89.93°W,2,4,56,5933
Anaun,https://volcano.si.edu/gallery/photos/GVP-12625.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1828 m, 5997 ft",56.32°N,158.83°E,,,,
Anilao Hill,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,"358 m, 1175 ft",13.9°N,121.18°E,,,,
Animas,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"4180 m, 13714 ft",1.568°N,76.857°W,,,,
Anjouan Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Comoros,Volcanic Region,Indian Ocean (western),pleistocene,Pleistocene,"1595 m, 5233 ft",12.2°S,44.45°E,,,,
Anjuisky,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Russia,Volcanic Region,Russia (northeastern),pleistocene,Pleistocene,"1560 m, 5118 ft",67.154°N,165.82°E,,,,
Antiparos,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Greece,Volcanic Region,Greece,pleistocene,Pleistocene,"282 m, 925 ft",36.995°N,25.046°E,,,,
Antipin,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,"1120 m, 3675 ft",46.15°N,150.23°E,0,0,0,0
Antipodes Island,https://volcano.si.edu/gallery/photos/GVP-12039.jpg,Pyroclastic cone(s),New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"359 m, 1178 ft",49.684°S,178.781°E,,,,
Antofalla,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Argentina,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6409 m, 21027 ft",25.55°S,67.92°W,,,,
Aonoyama,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"908 m, 2979 ft",34.459°N,131.798°E,,,,
Aoso,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"820 m, 2690 ft",38.082°N,140.611°E,,,,
Apagado,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5680 m, 18635 ft",22.05°S,67.97°W,,,,
Apan-Tezontepec,https://volcano.si.edu/gallery/photos/GVP-09983.jpg,Volcanic field,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"3100 m, 10171 ft",19.75°N,98.5°W,,,,
Apas-Navenchauc,https://volcano.si.edu/includes/images/noimage.jpg,Caldera(s),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"Unknown,  ",16.716°N,92.786°W,,,,
Apoyo,https://volcano.si.edu/gallery/photos/GVP-04200.jpg,Caldera,Nicaragua,Volcanic Region,Nicaragua,pleistocene,Pleistocene,"600 m, 1969 ft",11.92°N,86.03°W,,,,
Apuseni Mountains,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Romania,Volcanic Region,Western Europe,pleistocene,Pleistocene,"353 m, 1158 ft",45.93°N,22.88°E,,,,
Argo Point,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"360 m, 1181 ft",66.25°S,60.92°W,,,,
Argowayang,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"2198 m, 7211 ft",7.77°S,112.43°E,,,,
Arintica,https://volcano.si.edu/gallery/photos/GVP-11579.jpg,Stratovolcano(es),Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5597 m, 18363 ft",18.75°S,69.05°W,,,,
Arpacay,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Turkey,Volcanic Region,Turkey,pleistocene,Pleistocene,"Unknown,  ",41°N,43.467°E,,,,
Asakusa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1585 m, 5200 ft",37.341°N,139.237°E,,,,
"Ascotan, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5473 m, 17956 ft",21.68°S,68.12°W,,,,
Asgura,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"Unknown,  ",11.75°N,40.9°E,,,,
Ashitaka,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1504 m, 4934 ft",35.238°N,138.794°E,,,,
Asie,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Kenya,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"1056 m, 3465 ft",2.964°N,37.104°E,,,,
Ata Volcanic Complex,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Tonga,Volcanic Region,Tonga Islands,pleistocene,Pleistocene,"274 m, 899 ft",22.337°S,176.21°W,,,,
Atherton Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Australia,Volcanic Region,Australia,pleistocene,Pleistocene,"1160 m, 3806 ft",17.3°S,145.72°E,,,,
Auca Mahuida Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Argentina,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"2243 m, 7359 ft",37.738°S,68.924°W,,,,
Aucanquilcha,https://volcano.si.edu/gallery/photos/GVP-10139.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6176 m, 20262 ft",21.22°S,68.47°W,,,,
Aurora-Bodie,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (Nevada),pleistocene,Pleistocene,"2365 m, 7759 ft",38.32°N,118.88°W,,,,
Avos' Rocks,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,"35 m, 115 ft",49.72°N,154.12°E,,,,
Axial Chain,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),France,Volcanic Region,West Indies,pleistocene,Pleistocene,"1354 m, 4442 ft",16.12°N,61.7°W,,,,
Ayame-daira,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1969 m, 6460 ft",36.895°N,139.243°E,,,,
Ayarza,https://volcano.si.edu/gallery/photos/GVP-07915.jpg,Caldera(s),Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"1409 m, 4623 ft",14.42°N,90.12°W,,,,
Azrou Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Morocco,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"1785 m, 5856 ft",33.67°N,5.17°W,0,58,1143,55567
"Azufre, Cerro del",https://volcano.si.edu/gallery/photos/GVP-11440.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5846 m, 19180 ft",21.787°S,68.237°W,,,,
"Azufre, El",https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5480 m, 17979 ft",25.37°S,68.88°W,,,,
"Azufres, Los",https://volcano.si.edu/gallery/photos/GVP-07507.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"3400 m, 11155 ft",19.85°N,100.63°W,4310,4310,10056,211349
"Azul, Volcan",https://volcano.si.edu/gallery/photos/GVP-11468.jpg,Pyroclastic cone(s),Nicaragua,Volcanic Region,Nicaragua,pleistocene,Pleistocene,"203 m, 666 ft",12.549°N,83.968°W,,,,
Azumayasan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"2323 m, 7621 ft",36.541°N,138.412°E,,,,
Babba'Olou,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Djibouti,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"1301 m, 4268 ft",11.55°N,42.133°E,,,,
Badi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"1321 m, 4334 ft",12.387°N,40.366°E,,,,
Bagabag,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,Northeast of New Guinea,pleistocene,Pleistocene,"692 m, 2270 ft",4.78°S,146.23°E,,,,
Bailey,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2551 m, 8369 ft",43.155°N,122.219°W,,,,
Bakanovi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,Bougainville and Solomon Islands,pleistocene,Pleistocene,"600 m, 1969 ft",6.15°S,155.35°E,,,,
Bakony-Balaton Highland,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Hungary,Volcanic Region,Western Europe,pleistocene,Pleistocene,"600 m, 1969 ft",46.92°N,17.63°E,,,,
Balagan-Tas,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Russia,Volcanic Region,Russia (northeastern),pleistocene,Pleistocene,"993 m, 3258 ft",65.959°N,145.893°E,183,4389,258680,3465600
Balatukan,https://volcano.si.edu/gallery/photos/GVP-11133.jpg,Compound,Philippines,Volcanic Region,Mindanao,pleistocene,Pleistocene,"2450 m, 8038 ft",8.77°N,124.98°E,2,50,1438,104763
Bald Knoll,https://volcano.si.edu/gallery/photos/GVP-10267.jpg,Pyroclastic cone(s),United States,Volcanic Region,USA (Utah),pleistocene,Pleistocene,"2135 m, 7005 ft",37.328°N,112.408°W,,,,
Baldface Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Canada,Volcanic Region,Canada,pleistocene,Pleistocene,"1798 m, 5899 ft",52.742°N,124.458°W,,,,
Ban Chay Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Cambodia,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",13.883°N,107.4°E,,,,
Ban Chiang Khian,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",19.8°N,100°E,,,,
Ban Hui Sai,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",20.3°N,100.3°E,,,,
Bangum,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,New Britain,pleistocene,Pleistocene,"988 m, 3241 ft",5.345°S,149.94°E,,,,
"Baqarah, Jabal",https://volcano.si.edu/includes/images/noimage.jpg,Cone,Saudi Arabia,Volcanic Region,Middle East (southern),pleistocene,Pleistocene,"331 m, 1086 ft",18.024°N,42.092°E,,,,
Barahona,https://volcano.si.edu/includes/images/noimage.jpg,Caldera(s),Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"2282 m, 7487 ft",14.55°N,90.78°W,,,,
Baraniy,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"Unknown,  ",54.25°N,158.48°E,,,,
Barus,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"1969 m, 6460 ft",3.204°N,98.564°E,991688,991688,991688,12300349
Bas Dong Nai,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Vietnam,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"392 m, 1286 ft",10.833°N,107.283°E,,,,
Bas Song Be,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Vietnam,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",11.67°N,106.67°E,,,,
Basalt Knob,https://volcano.si.edu/includes/images/noimage.jpg,Cone,United States,Volcanic Region,Alaska (eastern),pleistocene,Pleistocene,"100 m, 328 ft",58.03°N,136.33°W,,,,
Beaufort Island,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"740 m, 2428 ft",76.98°S,167.02°E,,,,
Beethoven Peninsula,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"1050 m, 3445 ft",71.55°S,73.42°W,,,,
Bekulap,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s) ?,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"1782 m, 5846 ft",3.288°N,98.351°E,0,8,118,3968
Belenkaya,https://volcano.si.edu/gallery/photos/GVP-11309.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"892 m, 2927 ft",51.75°N,157.27°E,,,,
Beliling,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1153 m, 3783 ft",8.62°S,119.97°E,0,0,20,1320
Bely,https://volcano.si.edu/gallery/photos/GVP-12636.jpg,Shield(s),Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"2080 m, 6824 ft",57.88°N,160.53°E,,,,
Berguent Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Morocco,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"1200 m, 3937 ft",33.75°N,2.4°W,214,2467,42623,1263142
Besar,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"1900 m, 6234 ft",4.437°S,103.671°E,,,,
Big Bunchgrass,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2024 m, 6640 ft",42.703°N,122.194°W,,,,
Big Cave,https://volcano.si.edu/gallery/photos/GVP-06612.jpg,Shield,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"1259 m, 4131 ft",40.955°N,121.365°W,,,,
Big Pine Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"1950 m, 6398 ft",37.05°N,118.25°W,,,,
Bijar Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Iran,Volcanic Region,Middle East (western),pleistocene,Pleistocene,"Unknown,  ",35.583°N,47.8°E,,,,
Birao,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"554 m, 1818 ft",43.498°N,144.408°E,,,,
Bishamondake,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1386 m, 4547 ft",35.936°N,136.795°E,61520,61520,174501,2171586
Biu Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Nigeria,Volcanic Region,Africa (western),pleistocene,Pleistocene,"930 m, 3051 ft",10.75°N,12.088°E,,,,
Biwau Hills,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,"400 m, 1312 ft",7.32°S,143.28°E,,,,
Black Butte,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"1962 m, 6437 ft",44.4°N,121.63°W,,,,
Black Butte,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"813 m, 2667 ft",40.45°N,122°W,,,,
Black Crater,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2210 m, 7251 ft",44.266°N,121.749°W,,,,
Black Island,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"1041 m, 3415 ft",78.22°S,166.33°E,,,,
Blackfoot Lava Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,Volcanic Region,USA (Idaho),pleistocene,Pleistocene,"2185 m, 7169 ft",42.85°N,111.75°W,,,,
Blacks Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"2220 m, 7283 ft",40.775°N,121.191°W,,,,
Blafell,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,Volcanic Region,Iceland (southwestern),pleistocene,Pleistocene,"1204 m, 3950 ft",64.492°N,19.87°W,,,,
Blafjall,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,Volcanic Region,Iceland (northeastern),pleistocene,Pleistocene,"1222 m, 4009 ft",65.43°N,16.85°W,,,,
Blit,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Philippines,Volcanic Region,Mindanao,pleistocene,Pleistocene,"1198 m, 3930 ft",6.958°N,124.23°E,0,0,159,9394
Bliznets,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1244 m, 4081 ft",56.97°N,159.78°E,,,,
Blue Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United States,Volcanic Region,Alaska Peninsula,pleistocene,Pleistocene,"541 m, 1775 ft",57.72°N,156.847°W,,,,
Bogachensky,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"Unknown,  ",55.13°N,160.9°E,,,,
Bogoria,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Kenya,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"1100 m, 3609 ft",0.25°N,36.08°E,,,,
Bokeo Volcanic Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Cambodia,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"500 m, 1640 ft",13.75°N,107.092°E,,,,
Bolaven Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),Laos,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"1350 m, 4429 ft",15.142°N,106.45°E,,,,
Bolshaya Ipelka,https://volcano.si.edu/gallery/photos/GVP-11315.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1194 m, 3917 ft",52.63°N,156.97°E,,,,
Bolshaya Romanovka,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1821 m, 5974 ft",55.73°N,158.77°E,0,0,26,2653
Bolshoi Payalpan,https://volcano.si.edu/gallery/photos/GVP-12618.jpg,Shield(s),Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1906 m, 6253 ft",55.88°N,157.78°E,,,,
Bolshoy Chekchebonay,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1391 m, 4564 ft",56.92°N,159.42°E,,,,
Bolshoy Ketepana,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1521 m, 4990 ft",57.05°N,158.37°E,,,,
Bolshoy Kozyrevsky,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1672 m, 5486 ft",55.6°N,158.52°E,,,,
Bongabti,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1790 m, 5873 ft",55.83°N,158.32°E,920,30581,103744,321195
