Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km
Kamen,https://volcano.si.edu/gallery/photos/GVP-05706.jpg,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,Unknown - Evidence Credible,"4585 m, 15043 ft",56.02°N,160.593°E,0,0,63,11138
Kana Keoki,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,holocene,Unknown - Evidence Credible,"-700 m, -2297 ft",8.75°S,157.03°E,0,0,378,63959
Kanaga,https://volcano.si.edu/gallery/photos/GVP-09552.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,2012 CE,"1307 m, 4288 ft",51.923°N,177.168°W,0,0,0,0
Kanlaon,https://volcano.si.edu/gallery/photos/GVP-11934.jpg,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,2017 CE,"2435 m, 7989 ft",10.412°N,123.132°E,1662,40276,923257,9345000
Kao,https://volcano.si.edu/gallery/photos/GVP-11432.jpg,Stratovolcano,Tonga,New Zealand to Fiji,Tonga Islands,holocene,1847 CE,"1009 m, 3310 ft",19.668°S,175.016°W,236,1170,1563,8602
Karaca Dag,https://volcano.si.edu/gallery/photos/GVP-12568.jpg,Shield,Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,"1957 m, 6421 ft",37.67°N,39.83°E,2157,6718,93286,2344496
Karang,https://volcano.si.edu/gallery/photos/GVP-11426.jpg,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Uncertain,"1768 m, 5801 ft",6.268°S,106.05°E,1006,73942,1753655,23398992
Karangetang,https://volcano.si.edu/gallery/photos/GVP-10137.jpg,Stratovolcano,Indonesia,Indonesia,Sangihe Islands,holocene,2022 CE,"1797 m, 5896 ft",2.781°N,125.407°E,892,4478,11066,65667
Karapinar Field,https://volcano.si.edu/gallery/photos/GVP-10144.jpg,Pyroclastic cone(s),Turkey,Mediterranean and Western Asia,Turkey,holocene,Unknown - Evidence Credible,"1302 m, 4272 ft",37.667°N,33.6°E,46013,46013,73698,1220961
Karisimbi,https://volcano.si.edu/gallery/photos/GVP-11189.jpg,Stratovolcano,DR Congo,Africa and Red Sea,Africa (central),holocene,8050 BCE,"4490 m, 14731 ft",1.506°S,29.45°E,9657,85615,1198124,10835260
Karkar,https://volcano.si.edu/gallery/photos/GVP-00441.jpg,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,2014 CE,"1839 m, 6033 ft",4.649°S,145.964°E,5,4159,20127,189841
Karpinsky Group,https://volcano.si.edu/gallery/photos/GVP-09162.jpg,Cone(s),Russia,Kuril Islands,Kuril Islands,holocene,1952 CE,"1326 m, 4350 ft",50.148°N,155.373°E,0,104,516,1853
Karthala,https://volcano.si.edu/gallery/photos/GVP-11589.jpg,Shield,Comoros,Middle East and Indian Ocean,Indian Ocean (western),holocene,2007 CE,"2361 m, 7746 ft",11.75°S,43.38°E,225379,225379,278330,399067
Karymsky,https://volcano.si.edu/gallery/photos/GVP-05760.jpg,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,2022 CE,"1513 m, 4964 ft",54.049°N,159.443°E,0,0,291,10848
Kasatochi,https://volcano.si.edu/gallery/photos/GVP-08563.jpg,Stratovolcano,United States,Alaska,Aleutian Islands,holocene,2008 CE,"314 m, 1030 ft",52.177°N,175.508°W,0,0,0,276
Kasuga 1,https://volcano.si.edu/gallery/photos/GVP-10589.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1959 CE,"-598 m, -1962 ft",21.765°N,143.71°E,0,0,0,0
Kasuga 2,https://volcano.si.edu/gallery/photos/GVP-11696.jpg,Submarine,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,Unknown - Evidence Credible,"-274 m, -899 ft",21.6°N,143.637°E,0,0,0,0
Katla,https://volcano.si.edu/gallery/photos/GVP-07542.jpg,Subglacial,Iceland,Iceland and Arctic Ocean,Iceland (southern),holocene,1918 CE,"1490 m, 4888 ft",63.633°N,19.083°W,0,0,473,11326
Katmai,https://volcano.si.edu/gallery/photos/GVP-05308.jpg,Stratovolcano,United States,Alaska,Alaska Peninsula,holocene,1912 CE,"2047 m, 6716 ft",58.28°N,154.963°W,0,0,0,128
Katunga,https://volcano.si.edu/includes/images/noimage.jpg,Tuff cone,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,"1707 m, 5600 ft",0.471°S,30.191°E,9430,144953,657740,5787434
Katwe-Kikorongo,https://volcano.si.edu/gallery/photos/GVP-12068.jpg,Tuff cone(s),Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,"1067 m, 3501 ft",0.08°S,29.92°E,446218,446218,578503,6241035
Kavachi,https://volcano.si.edu/gallery/photos/GVP-11611.jpg,Submarine,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,holocene,2021 CE,"-20 m, -66 ft",8.991°S,157.979°E,6,6,802,50014
Kawi-Butak,https://volcano.si.edu/gallery/photos/GVP-09265.jpg,Stratovolcano(es),Indonesia,Indonesia,Java,holocene,Unknown - Evidence Credible,"2651 m, 8698 ft",7.92°S,112.45°E,507,127978,2927446,24141573
Kazbek,https://volcano.si.edu/gallery/photos/GVP-10275.jpg,Stratovolcano,Georgia,Mediterranean and Western Asia,Western Asia,holocene,750 BCE,"5050 m, 16568 ft",42.7°N,44.5°E,0,9,7693,1749897
